name,online_order,book_table,rating,votes,location,rest_type,dish_liked,cuisines,cost,service_type,cuisine_count,price_range
Empire Restaurant,Yes,Yes,4.0,1546,Koramangala,Fine Dining,Biryani,"Thai, North Indian, Chinese, Fast Food",3000.0,Dine-out,4,Very Expensive
McDonald's,No,No,2.5,2047,Indiranagar,Quick Service Restaurant,Pizza,"Fast Food, Beverages, Italian",1200.0,Pubs and bars,3,Expensive
Resto_34,Yes,Yes,2.6,83,Jayanagar,Cafe,Dosa,"Desserts, Chinese",3000.0,Drinks & nightlife,2,Very Expensive
Resto_267,Yes,No,2.6,1022,Jp Nagar,Cafe,Biryani,Chinese,400.0,Buffet,1,Cheap
Pizza Hut,No,Yes,4.1,2414,Indiranagar,Cafe,Steak,Fast Food,3000.0,Drinks & nightlife,1,Very Expensive
Resto_431,No,Yes,4.4,2514,Jayanagar,Bakery,Salad,"Chinese, North Indian, Thai, Italian",800.0,Buffet,4,Moderate
Resto_880,No,Yes,4.6,1554,Marathahalli,Casual Dining,Steak,"Italian, Chinese, Desserts, Thai, North Indian",1500.0,Delivery,5,Expensive
Leon Grill,Yes,No,4.3,1498,Indiranagar,Bar,Steak,"North Indian, Continental, Chinese, Italian",1200.0,Pubs and bars,4,Expensive
Empire Restaurant,No,No,2.3,50,Indiranagar,Pub,Salad,"Fast Food, South Indian",2500.0,Pubs and bars,2,Very Expensive
Nandhana Palace,Yes,Yes,4.0,963,Mg Road,Casual Dining,Dosa,"Italian, North Indian, Chinese, Fast Food, Thai",3000.0,Dine-out,5,Very Expensive
Resto_694,Yes,No,2.9,213,Jayanagar,Pub,Steak,"Mexican, Desserts, Thai, South Indian",2500.0,Cafes,4,Very Expensive
Resto_254,Yes,No,3.5,1660,Koramangala,Fine Dining,Pasta,"Chinese, Italian, Desserts",3000.0,Dine-out,3,Very Expensive
Leon Grill,No,Yes,3.6,2166,Jayanagar,Fine Dining,Steak,"North Indian, Fast Food",1000.0,Dine-out,2,Moderate
Onesta,Yes,No,4.4,393,Jayanagar,Pub,Steak,"Thai, Beverages, Fast Food, Italian",1200.0,Cafes,4,Expensive
Nandhana Palace,Yes,Yes,2.8,1749,Nan,Quick Service Restaurant,Dosa,"Beverages, South Indian, North Indian, Thai",400.0,Dine-out,4,Cheap
Burger King,Yes,No,3.5,1096,Whitefield,Quick Service Restaurant,Sushi,"Italian, North Indian, Mexican, Beverages",200.0,Drinks & nightlife,4,Cheap
Leon Grill,Yes,No,2.6,2594,Jp Nagar,Cafe,Sushi,"Thai, Italian, Mexican, Beverages",1000.0,Dine-out,4,Moderate
Burger King,No,Yes,4.4,1998,Mg Road,Pub,Burgers,"Mexican, North Indian, Chinese, Continental, Thai",400.0,Drinks & nightlife,5,Cheap
Nandhana Palace,Yes,No,3.0,2431,Indiranagar,Bakery,Steak,"Italian, North Indian, Continental, Fast Food, Thai",200.0,Cafes,5,Cheap
McDonald's,Yes,Yes,2.9,1912,Jayanagar,Bar,Steak,Desserts,3000.0,Cafes,1,Very Expensive
McDonald's,No,No,2.7,2954,Hsr Layout,Quick Service Restaurant,Dosa,Beverages,600.0,Pubs and bars,1,Moderate
Leon Grill,No,No,4.8,1098,Indiranagar,Quick Service Restaurant,Steak,"South Indian, Chinese, Mexican",1500.0,Pubs and bars,3,Expensive
Leon Grill,No,No,2.4,421,Mg Road,Bar,Salad,Thai,2500.0,Cafes,1,Very Expensive
Resto_954,Yes,No,4.7,855,Jp Nagar,Cafe,Pizza,"Continental, Thai, Chinese, Italian, Beverages",800.0,Delivery,5,Moderate
Nandhana Palace,Yes,No,2.7,1048,Jayanagar,Fine Dining,Dosa,"Italian, Desserts",600.0,Delivery,2,Moderate
McDonald's,Yes,Yes,4.8,1887,Jp Nagar,Bar,Burgers,Fast Food,400.0,Pubs and bars,1,Cheap
Resto_202,No,No,3.2,2644,Indiranagar,Cafe,Pasta,"Italian, Mexican, Desserts, Beverages",2500.0,Delivery,4,Very Expensive
Onesta,No,Yes,2.4,2133,Hsr Layout,Quick Service Restaurant,Salad,"Italian, Chinese, Thai, Desserts, Beverages",200.0,Delivery,5,Cheap
Resto_88,No,Yes,2.2,919,Koramangala,Quick Service Restaurant,Salad,Thai,600.0,Pubs and bars,1,Moderate
Nandhana Palace,Yes,Yes,2.3,304,Jayanagar,Quick Service Restaurant,Pizza,South Indian,3000.0,Delivery,1,Very Expensive
Leon Grill,No,No,4.1,87,Whitefield,Cafe,Sushi,North Indian,800.0,Cafes,1,Moderate
Resto_672,Yes,Yes,2.1,2211,Hsr Layout,Casual Dining,Pasta,"North Indian, Thai, Italian, South Indian",3000.0,Cafes,4,Very Expensive
Pizza Hut,Yes,Yes,3.2,19,Whitefield,Cafe,Dosa,"Beverages, Chinese, Fast Food, Continental",1000.0,Buffet,4,Moderate
Empire Restaurant,Yes,No,2.9,1476,Koramangala,Bar,Dosa,"Chinese, Italian",1500.0,Buffet,2,Expensive
Resto_464,No,No,2.5,246,Marathahalli,Quick Service Restaurant,Dosa,"Continental, Mexican, Thai, Beverages, Desserts",800.0,Delivery,5,Moderate
Resto_675,No,Yes,2.8,620,Marathahalli,Bar,Burgers,"Desserts, Continental",600.0,Delivery,2,Moderate
Leon Grill,No,No,3.4,2964,Marathahalli,Bakery,Salad,"South Indian, Desserts, North Indian, Fast Food",400.0,Buffet,4,Cheap
Onesta,Yes,No,2.0,312,Indiranagar,Pub,Pizza,"Italian, Mexican",200.0,Delivery,2,Cheap
Onesta,Yes,No,4.3,1354,Jayanagar,Fine Dining,Pasta,"Continental, South Indian, North Indian, Thai",1200.0,Buffet,4,Expensive
Nandhana Palace,No,Yes,3.0,557,Jayanagar,Casual Dining,Pasta,"Desserts, Italian, South Indian, Mexican",800.0,Buffet,4,Moderate
Leon Grill,No,Yes,2.9,2855,Whitefield,Quick Service Restaurant,Biryani,"Fast Food, Beverages",1500.0,Buffet,2,Expensive
Resto_507,Yes,No,2.6,1539,Hsr Layout,Fine Dining,Sushi,Italian,3000.0,Dine-out,1,Very Expensive
Resto_374,Yes,No,2.2,674,Whitefield,Casual Dining,Dosa,"Desserts, South Indian",800.0,Cafes,2,Moderate
Leon Grill,No,No,4.7,1986,Hsr Layout,Casual Dining,Pizza,North Indian,600.0,Dine-out,1,Moderate
KFC,Yes,Yes,4.3,584,Hsr Layout,Fine Dining,Burgers,Chinese,1500.0,Dine-out,1,Expensive
Resto_72,No,Yes,3.7,1757,Koramangala,Pub,Biryani,"North Indian, South Indian, Continental",1000.0,Dine-out,3,Moderate
Resto_717,No,Yes,3.4,1503,Koramangala,Pub,Dosa,"Continental, Mexican, Thai",1000.0,Dine-out,3,Moderate
Resto_326,No,No,2.8,355,Marathahalli,Cafe,Sushi,"Desserts, Continental, Italian",2500.0,Delivery,3,Very Expensive
Leon Grill,Yes,Yes,4.0,671,Marathahalli,Quick Service Restaurant,Biryani,"Beverages, Continental, South Indian, Desserts, Chinese",1000.0,Drinks & nightlife,5,Moderate
McDonald's,No,Yes,3.3,2735,Whitefield,Quick Service Restaurant,Steak,"Fast Food, North Indian, South Indian",3000.0,Drinks & nightlife,3,Very Expensive
Onesta,No,No,2.1,328,Jayanagar,Casual Dining,Steak,"Mexican, Chinese, Desserts",600.0,Delivery,3,Moderate
Burger King,No,Yes,3.9,2402,Koramangala,Cafe,Pizza,"South Indian, Italian, Thai, Fast Food, Mexican",2500.0,Pubs and bars,5,Very Expensive
Resto_274,No,No,3.1,1173,Marathahalli,Fine Dining,Pizza,"South Indian, Thai",1500.0,Delivery,2,Expensive
McDonald's,No,Yes,4.7,2607,Marathahalli,Casual Dining,Dosa,"South Indian, North Indian",800.0,Dine-out,2,Moderate
Leon Grill,No,No,3.0,1517,Indiranagar,Quick Service Restaurant,Steak,"Desserts, Fast Food",1500.0,Dine-out,2,Expensive
Onesta,Yes,No,2.8,1674,Jp Nagar,Fine Dining,Dosa,"North Indian, Thai, Chinese, South Indian, Fast Food",2500.0,Pubs and bars,5,Very Expensive
Burger King,No,Yes,4.1,1596,Mg Road,Cafe,Dosa,"Chinese, Mexican, Italian",2500.0,Pubs and bars,3,Very Expensive
Burger King,Yes,No,4.0,1383,Koramangala,Casual Dining,Pizza,North Indian,200.0,Drinks & nightlife,1,Cheap
Resto_661,No,Yes,2.7,1334,Jp Nagar,Bar,Sushi,"Chinese, Mexican, Continental, Fast Food",200.0,Cafes,4,Cheap
KFC,No,No,3.1,432,Jp Nagar,Pub,Salad,"Beverages, Mexican, Italian, Fast Food, Desserts",2000.0,Dine-out,5,Expensive
Resto_613,No,Yes,4.5,1063,Koramangala,Casual Dining,Dosa,Continental,400.0,Pubs and bars,1,Cheap
Empire Restaurant,Yes,Yes,4.0,256,Indiranagar,Bar,Sushi,"South Indian, Thai, Beverages, Chinese, Italian",400.0,Buffet,5,Cheap
Onesta,Yes,No,4.0,715,Marathahalli,Casual Dining,Sushi,"Desserts, Thai, North Indian, Fast Food, Beverages",800.0,Drinks & nightlife,5,Moderate
Burger King,No,No,2.4,2291,Koramangala,Pub,Salad,"Continental, South Indian",2500.0,Dine-out,2,Very Expensive
Resto_595,No,No,4.7,406,Indiranagar,Bar,Pizza,Chinese,200.0,Cafes,1,Cheap
Leon Grill,No,Yes,2.1,2492,Hsr Layout,Fine Dining,Salad,"Mexican, South Indian, North Indian, Beverages, Fast Food",2500.0,Buffet,5,Very Expensive
Nandhana Palace,Yes,No,4.2,689,Indiranagar,Fine Dining,Burgers,Continental,600.0,Pubs and bars,1,Moderate
Resto_611,No,Yes,3.2,1232,Whitefield,Quick Service Restaurant,Dosa,"Mexican, Chinese, Thai",2000.0,Pubs and bars,3,Expensive
McDonald's,No,Yes,2.6,1573,Indiranagar,Casual Dining,Burgers,"Fast Food, Chinese",200.0,Pubs and bars,2,Cheap
Burger King,No,No,3.7,1659,Whitefield,Pub,Dosa,"South Indian, Beverages, Desserts, Chinese",200.0,Delivery,4,Cheap
Nandhana Palace,No,Yes,3.4,2494,Hsr Layout,Bar,Salad,"Beverages, Italian, Thai",1500.0,Dine-out,3,Expensive
Leon Grill,Yes,No,3.1,290,Indiranagar,Cafe,Biryani,"Continental, Chinese, Beverages, Italian, Desserts",200.0,Dine-out,5,Cheap
KFC,No,Yes,3.9,1948,Jp Nagar,Pub,Dosa,"South Indian, Beverages, Fast Food",1000.0,Pubs and bars,3,Moderate
Pizza Hut,Yes,No,2.2,2564,Hsr Layout,Pub,Sushi,"Italian, Beverages, North Indian",1000.0,Dine-out,3,Moderate
Resto_392,Yes,Yes,4.7,2374,Jp Nagar,Quick Service Restaurant,Biryani,"Beverages, Italian",2500.0,Buffet,2,Very Expensive
KFC,Yes,Yes,2.4,1724,Jp Nagar,Casual Dining,Salad,"Italian, Desserts",1000.0,Pubs and bars,2,Moderate
Burger King,Yes,No,2.1,1790,Jayanagar,Bakery,Pizza,Beverages,1200.0,Delivery,1,Expensive
Onesta,Yes,No,3.2,2515,Marathahalli,Pub,Biryani,"North Indian, Beverages, South Indian",600.0,Delivery,3,Moderate
Nandhana Palace,No,Yes,3.3,1396,Jp Nagar,Bar,Sushi,Italian,2000.0,Pubs and bars,1,Expensive
Burger King,Yes,No,2.3,1624,Marathahalli,Quick Service Restaurant,Sushi,"South Indian, Mexican, Chinese, Beverages, Italian",1500.0,Delivery,5,Expensive
Onesta,No,Yes,4.7,1768,Jayanagar,Fine Dining,Steak,"Mexican, Chinese, Continental, Fast Food, Beverages",400.0,Pubs and bars,5,Cheap
